1	5	110		16		1	0	14	7	1		306		62770d79	e21f5d58	afea442f	945c7fcf	38b02748	6fcd6dcb	3580aa21	28808903	46dedfa6	2e027dc1	0c7c4231	95981d1f	00c5ffb7	be4ee537	8a0b74cc	4cdc3efa	d20856aa	b8170bba	9512c20b	c38e2f28	14f65a5d	25b1b089	d7c1fc0b	7caf609c	30436bfc	ed10571d
0	32	3	5		1	0	0	61	5	0	1	3157	5	e5f3fd8d	a0aaffa6	6faa15d5	da8a3421	3cd69f23	6fcd6dcb	ab16ed81	43426c29	1df5e154	7de9c0a9	6652dc64	99eb4e27	00c5ffb7	be4ee537	f3bbfe99	4cdc3efa	d20856aa	a1eb1511	9512c20b	febfd863	a3323ca1	c8e1ee56	1752e9e8	75350c8a	991321ea	b757e957
0		233	1	146	1	0	0	99	7	0	1	3101	1	62770d79	ad984203	62bec60d	386c49ee	e755064d	6fcd6dcb	b5f5eb62	d1f2cc8b	2e4e821f	2e027dc1	0c7c4231	12716184	00c5ffb7	be4ee537	f70f0d0b	4cdc3efa	d20856aa	628f1b8d	9512c20b	c38e2f28	14f65a5d	25b1b089	d7c1fc0b	34a9b905	ff654802	ed10571d
0		24		11	24		0	56	3		2	20456			710103fd	c73d2eb5	0c758dfb	f1738f48	6fcd6dcb	e824fc11	09f8a09d	e25a4c11			12716184	d49eb1df	b96f9e1a	2b083b96	10dd3744	1f7fc70b	a1eb1511	9512c20b				dc209cd3	b8a81fb0	30436bfc	b757e957
0	60	223	6	15	5	0	0	1	8	0	2	1582	6	02e197c5	c2ced437	a2427619	3f85ecae	b8c51ab7	6fcd6dcb	26d0f5bb	337bf7a5	e25a4c11	6da2367e	bf624fa3	ec982ce0	a77a4a56	be4ee537	eb24f585	4cdc3efa	d20856aa	d9f758ff	9512c20b	c709ec07	2b07677e	a89a92a5	aa137169	e619743b	cdc3217e	ed10571d
1	7	1	10	2		3	0	0	12	1		4	2	8a2b1e43	3fa554c6	0b8e4616	f2463ffb	c6fc10d3	6fcd6dcb	ca33cfe1	ec70a584	1df5e154	31184e3d	fa478aa9	ea19984d	bf78d0d4		1db5813f			b8170bba	9512c20b	8024f45f	0683bc6f	fa7eca6c		ecfbb046	ff654802	b757e957
0	1	52	1	59	9	0	0	1	1	0	2	40969	1	a80f39e1	79782afd	ddb2d2e1	3f85ecae	27d2607e	6fcd6dcb	3c024557	3e03ba26	25dd8f9a	e6c4de5e	a5c09e1f	9a1f0c1e	a77a4a56		fbc36ae9			6691e292	9512c20b	0c973540	1443a006	5f0a75ba		ae2a9011	321935cd	74a20f02
0	81	394	5		8	0	0	11	10	0	1	30814	5	a46c5216	ddc72fb0	49c7ebf8	386c49ee	6c49ffa1	919c68e4	407011ef	b2a2bd17	2e4e821f	bd939915	62891297	12716184	d49eb1df	be4ee537	57469cbd	4cdc3efa	753da5f3	d9fd9ab1	9512c20b	3904f3e1	9d4a8e96	87cdacc3	c41c9ca8	bf38b85a	30436bfc	ed10571d
0	1	3	0			0	0	1748	5	0		2285	1	9318c40b	53c06361	fea787e5	d9a8ea57	58f5b2da	6fcd6dcb	85b703eb	586d6aed	2e4e821f	5a26a4e7	750506a2	e07b0a69	405ca118	be4ee537	4354aec1	4cdc3efa	d20856aa	b8170bba	9512c20b	4417662d	5731c43e	ad2dfc1d	a3d67fd4	a8141335	30436bfc	ed10571d
0	4	20	3	7	1	1	1	8	9	1	1	53	3	62770d79	ad984203	ddd956c1	f7f54f97	bbaea1c0	6fcd6dcb	3dfbcac0	d1f2cc8b	2e4e821f	2e027dc1	0c7c4231	12716184	f4fc3c5e	be4ee537	f70f0d0b	4cdc3efa	d20856aa	b8170bba	9512c20b	c38e2f28	14f65a5d	25b1b089	d7c1fc0b	90b2fb17	30436bfc	ed10571d
0	44	848	5			0	0	367	0	0		7135	19	ad98e872	3dbb483e	6faa15d5	b450c50b	729e35ab	6fcd6dcb	ab16ed81	54cd7262	7cee8453	62da11e3	14874876	8cb6fb8e	26bb0b02	be4ee537	a63cedcf	4cdc3efa	d20856aa	b8170bba	cc7a7d35	156cbe87	96fbe197	15562d5d	d3df7183	75350c8a	ff654802	e1be5ef2
0		50		44	15		0	64	0		9	8110		09fd7fc8	d92abd7e	2826bc68	f2463ffb	c6fc10d3	6fcd6dcb	5d9d7737	73175208	25dd8f9a	6bc41856	17090bdd	72ea3b2a	a77a4a56		37047743			a1eb1511	9512c20b	61d5ec7b	fcfdafc7	b170d5da		e4dd02fa	0b3c06d0	ed10571d
0	37	200	17			0	0	2	36	0		8794	17	359aaecc	f501e8d6	43504368	f2463ffb	7013d57f	6fcd6dcb	000112e6	31ab2058	25dd8f9a	e03edfc6	c0a6de8a	3cbe8f5b	26bb0b02	be4ee537	fe6de11a	4cdc3efa	d20856aa	b8170bba	9512c20b	60613a1b	b87fcabd	a11541d0	2b2a5feb	1cc4a4d7	0b3c06d0	6c730e3e
0	4	134	1	141	2	0	0	2	4	0	1	2805	1	7ffd46c3	710103fd	a1407382	f2463ffb	664ff944	6fcd6dcb	62d8072d	09f8a09d	2e4e821f	0c416269	11828c20	9307eb5a	a77a4a56	e0191b98	2b083b96	10dd3744	d20856aa	b8170bba	9512c20b	58c0b489	8d5b415b	abd3b4a3	d9394879	050fbc68	ff654802	b757e957
0	120	137	33	52	16	0	0	6	47	0	2	2960	33	9a8cb066	7a06385f	417e6103	6faef306	f8990a45	6fcd6dcb	4628641f	670da99c	2e4e821f	e02b43b2	b59debeb	c78e8d02	a77a4a56	521d9fcb	484a5e08	330c9d3e	1f7fc70b	a1eb1511	9512c20b	09923add	a4b5cdff	887eac7c	21f683ca	7cc1f2ce	30436bfc	2ccea557
